age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
32.0,1,2,1,3,4,59.0,30514.0,6001.0,3,62468.0,1,16.0,5.0,26.5,1,2,747.0,1.0
52.0,1,3,0,1,6,81.0,32158.0,4096.0,3,82665.0,1,42.0,5.0,26.0,1,0,515.0,1.0
58.0,1,1,1,1,3,59.0,33286.0,772.0,5,81422.0,1,7.0,4.0,27.1,1,2,589.0,1.0
67.0,0,1,3,0,4,80.0,41619.0,3488.0,5,33770.0,0,1.0,4.0,22.6,1,0,626.0,0.0
60.0,1,3,1,2,2,36.0,24968.0,4283.0,5,112513.0,0,4.0,2.0,30.8,2,0,657.0,1.0
20.0,1,0,0,2,5,95.0,15252.0,228.0,2,43679.0,1,9.0,2.0,24.5,1,0,601.0,1.0
32.0,0,2,1,1,5,93.0,42758.0,9422.0,1,75464.0,0,44.0,1.0,29.7,2,1,845.0,0.0
22.0,1,2,3,0,4,76.0,46684.0,4293.0,2,101152.0,0,13.0,3.0,18.2,1,0,622.0,0.0
45.0,0,2,1,2,1,6.0,14250.0,9629.0,0,64685.0,1,14.0,4.0,26.9,0,0,822.0,0.0
57.0,1,1,2,1,2,7.0,48337.0,2895.0,5,8335.0,0,7.0,5.0,23.0,1,0,386.0,0.0
27.0,0,0,1,1,5,48.0,22047.0,6370.0,0,26243.0,0,18.0,2.0,22.5,0,2,347.0,1.0
63.0,0,3,0,3,5,54.0,44705.0,9913.0,2,38676.0,0,43.0,4.0,20.5,2,0,410.0,0.0
39.0,1,0,3,0,5,71.0,6001.0,1798.0,1,99545.0,1,41.0,3.0,31.1,2,2,461.0,0.0
20.0,0,2,3,3,6,47.0,2884.0,720.0,0,64596.0,0,14.0,2.0,33.3,1,2,660.0,0.0
67.0,1,3,3,3,0,70.0,31189.0,4361.0,5,55672.0,1,28.0,3.0,26.2,2,1,735.0,0.0
56.0,1,2,0,1,4,22.0,18804.0,1360.0,5,97165.0,1,32.0,1.0,22.5,2,2,719.0,0.0
55.0,0,0,2,3,4,74.0,43139.0,7706.0,5,80227.0,1,31.0,4.0,24.4,1,0,629.0,0.0
53.0,1,2,2,3,5,54.0,42241.0,8135.0,2,55791.0,1,44.0,4.0,28.5,1,2,682.0,1.0
61.0,0,0,3,3,3,9.0,13088.0,6356.0,5,48783.0,0,40.0,2.0,27.1,1,0,752.0,0.0
19.0,1,2,1,1,5,51.0,18990.0,4734.0,0,44550.0,1,1.0,5.0,25.9,2,2,510.0,1.0
42.0,1,0,1,1,5,22.0,35176.0,9128.0,0,77065.0,1,43.0,3.0,28.3,1,2,470.0,0.0
55.0,1,1,1,2,3,88.0,7168.0,643.0,5,35541.0,0,15.0,2.0,27.1,0,1,544.0,1.0
47.0,0,3,2,0,0,9.0,18397.0,7533.0,5,76469.0,0,8.0,2.0,27.6,2,0,429.0,1.0
23.0,0,2,1,2,0,6.0,36425.0,1879.0,3,59792.0,1,44.0,4.0,27.8,2,2,427.0,1.0
32.0,0,1,2,2,4,19.0,8793.0,5006.0,5,66310.0,1,13.0,4.0,28.4,1,0,331.0,0.0
38.0,1,3,0,3,4,25.0,46566.0,2934.0,5,110181.0,0,35.0,3.0,28.9,1,2,610.0,1.0
37.0,0,3,3,0,0,70.0,7962.0,5709.0,4,105406.0,1,43.0,1.0,25.6,0,2,558.0,0.0
30.0,0,1,3,0,0,82.0,49582.0,7502.0,0,77907.0,0,12.0,1.0,27.9,2,2,589.0,0.0
28.0,2,0,2,0,3,86.0,18432.0,8592.0,5,115518.0,0,27.0,4.0,20.8,1,0,659.0,0.0
21.0,0,0,1,2,0,23.0,18949.0,4318.0,1,69992.5,0,34.0,4.0,32.9,1,2,380.0,0.0
51.0,1,1,1,1,0,33.0,14047.0,6601.0,5,110777.0,0,0.0,5.0,23.8,2,2,645.0,0.0
31.0,1,3,3,2,1,90.0,3951.0,3628.0,5,90757.0,1,11.0,1.0,25.2,0,2,512.0,0.0
55.0,0,3,2,0,4,55.0,35839.0,9707.0,1,63086.0,0,42.0,1.0,28.6,1,2,426.0,1.0
29.0,1,2,1,0,4,22.0,1895.0,4883.0,2,62713.0,1,39.0,3.0,23.2,2,2,800.0,0.0
31.0,1,2,0,2,3,31.0,47444.0,673.0,5,133984.5,0,38.0,3.0,22.4,2,2,466.0,1.0
31.0,0,2,2,3,1,96.0,27472.0,5160.0,3,58290.0,1,10.0,1.0,31.9,1,1,454.0,0.0
42.0,0,3,0,3,4,60.0,37503.0,7701.0,5,93253.0,0,22.0,3.0,27.1,2,0,589.0,0.0
36.0,1,0,2,3,3,84.0,15553.0,1950.0,5,81065.0,0,10.0,5.0,27.1,0,0,589.0,0.0
35.0,0,1,2,3,3,86.0,2599.0,1137.0,5,51681.0,0,34.0,2.0,28.8,2,2,589.0,0.0
66.0,0,1,2,2,2,33.0,3638.0,6702.0,5,87215.0,0,20.0,1.0,25.2,2,0,589.0,0.0
29.0,1,3,2,3,1,6.0,21869.0,958.0,4,29471.0,1,34.0,1.0,24.9,1,0,430.0,0.0
20.0,0,0,2,3,0,14.0,32457.0,8699.0,4,50831.0,0,4.0,4.0,27.3,2,1,664.0,0.0
54.0,1,1,3,3,3,11.0,49305.0,3180.0,0,52755.0,1,34.0,3.0,28.7,2,1,824.0,0.0
26.0,1,1,0,2,0,89.0,26169.0,9775.0,4,36104.0,1,18.0,5.0,29.4,2,2,718.0,0.0
46.0,1,1,1,1,3,69.0,41014.0,5935.0,4,60414.0,0,1.0,4.0,22.1,2,1,612.0,0.0
45.0,0,2,3,2,5,52.0,42084.0,3743.0,0,49499.0,0,43.0,1.0,37.1,0,0,605.0,1.0
39.0,1,1,2,0,3,35.0,6765.0,7201.0,3,52837.0,0,39.0,5.0,28.1,2,2,827.0,0.0
18.0,0,2,1,3,4,62.0,4117.0,4708.0,5,80622.0,0,44.0,4.0,21.4,1,2,589.0,0.0
29.0,1,2,2,0,1,30.0,40183.0,3240.0,5,87961.0,0,29.0,4.0,34.0,2,2,744.0,0.0
21.0,2,2,1,0,0,45.0,27882.0,8893.0,5,30055.0,1,31.0,3.0,16.8,1,1,506.0,0.0
41.0,1,3,1,3,5,52.0,39437.0,5289.0,1,111693.0,1,22.0,5.0,24.6,1,0,423.0,0.0
20.0,0,0,3,3,3,46.0,27751.0,7968.0,0,75567.0,1,44.0,3.0,29.3,1,1,618.0,0.0
23.0,0,2,0,0,1,11.0,2534.0,2479.0,5,67464.0,0,32.0,1.0,26.3,2,1,525.0,0.0
18.0,1,0,1,1,1,45.0,16928.0,973.0,5,99087.0,1,18.0,1.0,27.1,0,2,842.0,0.0
34.0,1,2,1,1,0,29.0,46394.0,5607.0,2,85328.0,1,18.0,5.0,27.7,1,2,391.0,0.0
20.0,1,0,0,1,0,34.0,22190.0,2848.0,5,79366.0,1,37.0,3.0,24.7,2,0,474.0,0.0
68.0,1,3,3,1,1,35.0,34397.0,2940.0,4,54618.0,0,2.0,5.0,28.4,0,1,589.0,0.0
20.0,0,3,2,2,3,16.0,26266.0,5820.0,5,65461.0,0,31.0,2.0,31.6,1,0,803.0,1.0
26.0,0,2,1,3,4,83.0,28932.0,5826.0,1,41839.0,1,42.0,1.0,28.1,2,2,375.0,0.0
35.0,1,0,3,2,5,82.0,19314.0,5578.0,1,67023.0,0,43.0,5.0,25.2,2,0,735.0,0.0
50.0,1,1,0,0,5,42.0,38378.0,8306.0,4,71067.0,1,15.0,1.0,18.5,1,0,572.0,1.0
60.0,0,3,0,3,6,31.0,30952.0,8671.0,5,79922.0,0,19.0,1.0,35.1,0,1,530.0,0.0
43.0,1,0,1,2,1,93.0,8255.0,9293.0,5,76625.0,1,4.0,2.0,23.0,1,2,750.0,0.0
39.0,0,2,3,3,1,53.0,38324.0,8860.0,5,91775.0,1,29.0,1.0,22.0,1,1,695.0,0.0
18.0,0,0,3,3,2,97.0,35039.0,5508.0,2,87876.0,0,19.0,1.0,26.2,0,2,518.0,0.0
36.0,1,0,3,3,0,73.0,26497.0,7997.0,5,69992.5,1,8.0,3.0,31.5,2,1,752.0,0.0
23.0,0,0,0,3,0,36.0,46231.0,7968.0,5,76677.0,0,2.0,1.0,26.7,0,2,339.0,0.0
43.0,0,2,1,3,5,79.0,16314.0,3868.0,2,66894.0,0,31.0,2.0,28.5,2,1,475.0,1.0
38.0,1,0,3,0,1,30.0,14195.0,9182.0,2,78399.0,1,20.0,2.0,26.7,2,0,680.0,1.0
22.0,0,3,0,1,5,16.0,24674.0,1223.0,3,53745.0,0,44.0,4.0,21.3,2,2,469.0,0.0
35.0,1,2,3,1,0,5.0,37923.0,98.0,1,48432.0,0,8.0,3.0,21.4,1,2,598.0,0.0
62.0,1,3,1,2,1,98.0,12086.0,2059.0,0,71017.0,0,5.0,4.0,23.3,2,0,785.0,0.0
32.0,1,0,1,0,1,84.0,14948.0,3154.0,1,70370.0,1,24.0,5.0,30.6,1,0,517.0,0.0
37.0,1,1,3,0,1,95.0,8198.0,2521.0,5,62967.0,0,30.0,1.0,29.9,2,2,450.0,1.0
65.0,1,2,3,2,2,5.0,12028.0,1435.0,5,45331.0,0,16.0,4.0,28.6,1,2,329.0,0.0
45.0,1,3,3,3,1,90.0,27350.0,9652.0,2,72993.0,0,14.0,3.0,22.8,2,2,589.0,0.0
54.0,0,0,3,1,1,9.0,8267.0,7818.0,2,63034.0,1,0.0,2.0,28.0,0,2,698.0,1.0
68.0,0,1,0,0,0,9.0,490.0,8549.0,4,78106.0,0,6.0,2.0,20.7,2,1,828.0,0.0
26.0,0,0,2,1,6,61.0,29373.0,5409.0,5,48837.0,1,31.0,4.0,27.5,1,2,589.0,0.0
43.0,1,1,2,2,2,26.0,17747.0,2173.0,2,73868.0,0,1.0,4.0,27.7,1,0,538.0,0.0
37.0,0,2,2,2,4,73.0,32631.0,605.0,5,63237.0,0,6.0,4.0,20.8,0,0,586.0,1.0
60.0,0,2,3,2,3,75.0,32629.0,8198.0,1,109453.0,0,8.0,4.0,27.0,1,0,388.0,1.0
24.0,1,0,1,2,0,61.0,9958.0,9692.0,1,69992.5,1,23.0,2.0,21.3,2,1,698.0,1.0
68.0,1,3,3,0,1,94.0,43421.0,4592.0,3,66028.0,1,12.0,1.0,26.0,2,2,605.0,0.0
26.0,1,2,3,0,6,55.0,16352.0,2942.0,5,92071.0,1,3.0,2.0,24.0,0,1,568.0,0.0
50.0,0,1,2,1,3,55.0,24589.0,2217.0,2,100044.0,0,17.0,4.0,27.2,2,0,474.0,1.0
39.0,1,0,1,2,1,74.0,31894.0,8354.0,5,33631.0,0,23.0,5.0,19.3,0,0,470.0,0.0
18.0,1,1,0,0,2,41.0,15735.0,6089.0,5,116177.0,0,30.0,2.0,33.2,0,0,636.0,0.0
25.0,0,1,1,2,4,22.0,40210.0,184.0,1,16417.0,1,24.0,2.0,37.0,2,2,688.0,0.0
67.0,0,1,0,0,5,45.0,18672.0,6590.0,5,69992.5,1,0.0,2.0,30.3,0,1,511.0,1.0
51.0,0,1,0,3,0,29.0,14931.0,2454.0,1,98480.0,1,24.0,3.0,15.0,0,2,587.0,0.0
65.0,1,3,3,1,1,20.0,23882.0,1245.0,5,77708.0,1,33.0,2.0,29.0,1,1,606.0,1.0
56.0,0,2,3,1,1,75.0,23971.0,4037.0,0,125044.0,0,7.0,5.0,21.1,1,0,538.0,0.0
42.0,1,0,2,2,3,56.0,6599.0,3591.0,5,97036.0,0,41.0,2.0,15.8,1,1,355.0,0.0
50.0,1,1,3,3,0,44.0,36416.0,6.0,0,79405.0,0,21.0,5.0,27.1,2,1,608.0,0.0
26.0,0,1,2,0,4,149.0,11447.0,5648.0,3,133984.5,1,6.0,5.0,39.900000000000006,2,2,612.0,0.0
61.0,1,2,0,0,5,96.0,19413.0,6562.0,0,67055.0,1,42.0,1.0,22.7,2,0,615.0,0.0
61.0,1,1,3,3,1,78.0,21867.0,2677.0,2,73785.0,1,43.0,2.0,33.5,2,2,848.0,0.0
66.0,1,1,2,2,1,85.0,6549.0,2666.0,5,100818.0,0,22.0,3.0,26.0,0,0,564.0,1.0
34.0,0,2,0,2,2,26.0,15483.0,2470.0,5,49099.0,1,42.0,5.0,22.6,2,0,678.0,0.0
28.0,1,2,0,3,2,90.0,45548.0,9377.0,0,88570.0,1,11.0,3.0,27.2,2,2,371.0,0.0
36.0,1,3,0,2,2,86.0,28969.0,7569.0,0,53662.0,1,16.0,1.0,27.5,0,1,570.0,0.0
39.0,1,1,1,3,3,61.0,28638.0,2556.0,0,69992.5,0,25.0,5.0,26.5,2,2,504.0,1.0
26.0,1,0,0,1,0,91.0,2668.0,6129.0,5,68760.0,0,41.0,3.0,23.1,1,1,373.0,0.0
27.0,1,1,1,1,0,62.0,16738.0,9762.0,5,45868.0,1,36.0,2.0,20.5,1,1,307.0,1.0
42.0,1,2,2,0,5,78.0,26003.0,1618.0,0,69992.5,1,7.0,5.0,26.5,1,1,769.0,0.0
38.0,0,2,2,0,6,68.0,12194.0,9495.0,2,42138.0,0,25.0,2.0,34.8,1,2,589.0,0.0
28.0,0,3,3,0,6,19.0,34830.0,2875.0,1,81139.0,1,24.0,3.0,22.2,1,0,311.0,0.0
37.0,1,2,0,2,1,54.0,46530.0,4049.0,4,77218.0,1,4.0,4.0,22.4,2,2,589.0,0.0
29.0,0,0,0,2,1,9.0,37238.0,7153.0,5,65718.0,1,43.0,3.0,23.2,2,2,385.0,0.0
56.0,0,2,1,0,6,52.0,27785.0,871.0,5,51654.0,1,27.0,3.0,22.4,2,0,599.0,0.0
67.0,0,3,1,2,5,19.0,39945.0,8794.0,5,83206.0,0,18.0,5.0,22.3,0,1,729.0,1.0
32.0,1,3,0,3,2,83.0,8742.0,2104.0,0,47163.0,1,22.0,2.0,26.1,1,1,390.0,0.0
23.0,0,0,3,3,5,38.0,42892.0,5626.0,5,76471.0,0,5.0,1.0,32.9,2,2,667.0,1.0
34.0,0,3,3,2,6,58.0,47566.0,7794.0,1,73099.0,0,2.0,5.0,31.0,0,0,655.0,1.0
22.0,0,3,3,2,1,35.0,31316.0,6519.0,5,133984.5,0,29.0,4.0,32.4,2,2,333.0,0.0
32.0,1,1,3,2,4,85.0,19327.0,7061.0,5,36064.0,1,15.0,2.0,21.0,2,0,540.0,1.0
49.0,0,2,3,2,3,69.0,38461.0,791.0,3,133984.5,1,11.0,1.0,30.2,2,2,369.0,0.0
65.0,0,0,2,0,4,53.0,21603.0,3144.0,5,45981.0,1,15.0,2.0,29.5,1,1,606.0,1.0
68.0,1,1,1,3,1,18.0,28692.0,137.0,2,91443.0,0,13.0,1.0,26.6,0,0,559.0,0.0
20.0,0,2,0,1,6,71.0,20984.0,5887.0,5,91272.0,0,28.0,1.0,25.3,2,2,667.0,0.0
20.0,1,3,2,3,2,8.0,19189.0,4662.0,4,64318.0,0,7.0,4.0,27.5,0,2,816.0,0.0
32.0,1,3,1,2,6,26.0,12748.0,4242.0,5,77556.0,1,19.0,4.0,22.8,2,2,516.0,0.0
65.0,1,1,1,0,0,91.0,15063.0,676.0,4,42926.0,0,6.0,3.0,27.8,1,2,399.0,1.0
49.0,0,1,1,0,3,56.0,45514.0,2849.0,2,45790.0,1,27.0,5.0,31.5,1,2,433.0,0.0
25.0,1,1,0,0,0,34.0,46277.0,6837.0,3,79939.0,0,9.0,4.0,22.2,1,1,647.0,0.0
23.0,1,1,2,0,2,8.0,15179.0,5259.0,1,51958.0,0,43.0,2.0,22.4,2,0,664.0,0.0
22.0,0,1,1,0,0,43.0,35040.0,7323.0,0,69992.5,1,16.0,1.0,31.4,2,2,625.0,0.0
64.0,1,2,3,2,5,94.0,47344.0,764.0,1,78421.0,1,25.0,2.0,20.2,0,0,849.0,0.0
33.0,0,2,1,1,5,12.0,25790.0,327.0,1,63447.0,1,34.0,1.0,20.7,1,0,319.0,1.0
63.0,1,3,0,2,4,89.0,33767.0,9637.0,2,23346.0,0,1.0,2.0,29.8,2,1,755.0,1.0
34.0,1,1,1,0,5,70.0,40519.0,1201.0,4,106879.0,0,42.0,3.0,30.1,2,1,555.0,0.0
56.0,0,1,3,3,0,11.0,47966.0,9910.0,5,74753.0,0,18.0,3.0,20.9,0,0,743.0,0.0
22.0,0,3,2,3,6,7.0,20330.0,36.0,5,13183.0,1,30.0,2.0,28.2,0,2,791.0,0.0
41.0,0,3,0,2,6,45.0,30076.0,545.0,4,93177.0,1,10.0,4.0,23.0,0,2,619.0,0.0
44.0,1,1,2,3,1,87.0,34280.0,1626.0,2,70055.0,1,29.0,2.0,22.5,0,0,603.0,0.0
42.0,0,2,3,2,5,7.0,47001.0,7468.0,0,69992.5,1,23.0,3.0,27.1,1,0,380.0,0.0
38.0,1,1,2,0,1,71.0,3750.0,9957.0,1,71624.0,1,2.0,3.0,31.8,1,1,527.0,1.0
63.0,1,0,2,1,5,33.0,18798.0,1570.0,3,133984.5,0,13.0,4.0,27.6,2,0,664.0,0.0
25.0,0,3,0,2,5,69.0,25809.0,6346.0,3,51976.0,0,18.0,3.0,20.8,1,0,480.0,0.0
63.0,1,2,0,0,4,63.0,5340.0,8337.0,5,88492.0,1,28.0,2.0,32.1,2,2,815.0,0.0
51.0,1,2,2,1,0,33.0,9702.0,5062.0,5,65032.0,1,2.0,3.0,28.6,1,0,445.0,0.0
32.0,1,3,1,3,2,94.0,34450.0,2224.0,5,87769.0,0,12.0,2.0,35.8,0,1,735.0,1.0
52.0,1,3,0,0,5,18.0,21024.0,1290.0,5,118311.0,0,27.0,4.0,23.4,1,0,368.0,1.0
43.0,1,0,3,3,0,54.0,22761.0,1821.0,4,107947.0,0,42.0,3.0,22.4,1,1,833.0,0.0
53.0,1,0,2,1,2,74.0,83.0,9412.0,5,104997.0,0,3.0,5.0,29.2,0,0,498.0,0.0
51.0,1,3,1,3,0,5.0,15704.0,1272.0,0,69413.0,1,41.0,5.0,27.1,2,1,736.0,0.0
52.0,0,3,3,3,3,70.0,47874.0,4241.0,5,69992.5,1,22.0,3.0,25.3,2,2,629.0,1.0
32.0,1,2,2,2,3,42.0,9445.0,7443.0,1,58692.0,1,14.0,1.0,29.2,1,1,377.0,0.0
20.0,1,2,0,0,3,43.0,34954.0,3323.0,2,77466.0,0,6.0,2.0,15.5,0,2,544.0,0.0
58.0,1,2,3,0,5,63.0,8786.0,8197.0,2,46423.0,0,19.0,2.0,29.0,1,1,369.0,0.0
26.0,0,1,0,3,2,18.0,22066.0,3108.0,3,47472.0,0,20.0,2.0,24.3,0,1,548.0,1.0
53.0,0,2,2,2,3,98.0,29730.0,5407.0,1,36326.0,1,36.0,4.0,28.8,0,2,351.0,0.0
69.0,0,3,0,3,3,7.0,49279.0,9974.0,3,97432.0,0,38.0,1.0,30.1,2,1,404.0,0.0
60.0,0,3,0,1,4,93.0,38766.0,2144.0,4,103429.0,1,41.0,2.0,27.3,2,0,387.0,0.0
43.0,1,3,1,1,1,18.0,34195.0,5969.0,5,54792.0,0,37.0,3.0,25.2,2,2,779.0,0.0
27.0,0,0,2,1,2,41.0,4858.0,2672.0,5,73960.0,0,13.0,4.0,21.9,0,0,420.0,0.0
47.0,1,0,2,0,3,95.0,40619.0,6870.0,0,54255.0,1,43.0,2.0,30.6,2,0,466.0,0.0
59.0,0,2,3,3,6,41.0,7978.0,9706.0,2,18942.0,1,9.0,1.0,28.2,0,2,496.0,0.0
53.0,0,0,1,0,3,13.0,33517.0,4673.0,5,108857.0,0,19.0,2.0,25.8,2,1,589.0,0.0
34.0,0,3,1,3,0,78.0,48514.0,5794.0,4,68939.0,1,38.0,2.0,19.1,0,1,589.0,0.0
42.0,0,1,1,3,4,11.0,19748.0,3023.0,0,78004.0,0,19.0,2.0,21.8,0,1,465.0,1.0
28.0,0,0,0,2,3,17.0,26733.0,4957.0,5,42776.0,1,39.0,5.0,21.9,0,2,589.0,1.0
64.0,0,0,0,1,4,53.0,49182.0,6506.0,4,94349.0,1,38.0,1.0,17.5,1,0,412.0,0.0
48.0,0,3,0,2,0,17.0,38762.0,2483.0,4,71997.0,1,11.0,1.0,23.9,1,2,401.0,1.0
29.0,1,3,0,3,2,24.0,37349.0,6899.0,2,79298.0,1,13.0,5.0,30.7,1,1,311.0,0.0
42.0,1,1,3,0,1,86.0,22506.0,8732.0,5,61790.0,1,15.0,2.0,30.5,0,2,717.0,0.0
43.0,1,2,3,3,5,18.0,8916.0,7452.0,3,35962.0,0,38.0,4.0,29.5,1,1,772.0,0.0
56.0,0,1,0,0,2,23.0,19372.0,4199.0,5,87620.0,1,21.0,1.0,27.2,1,2,340.0,0.0
30.0,1,0,1,1,6,17.0,43169.0,6685.0,2,93389.0,0,15.0,2.0,37.6,0,0,628.0,0.0
47.0,0,2,0,0,3,19.0,21751.0,9452.0,2,69992.5,0,11.0,4.0,19.5,2,2,704.0,0.0
20.0,0,1,1,2,6,39.0,29098.0,3730.0,4,57611.0,1,36.0,1.0,25.7,0,2,674.0,1.0
48.0,1,0,3,3,2,28.0,712.0,4855.0,3,119395.0,0,11.0,3.0,31.2,1,0,557.0,1.0
38.0,0,1,1,3,5,5.0,8038.0,9798.0,3,39146.0,1,31.0,2.0,25.5,1,1,510.0,0.0
63.0,0,3,1,0,1,7.0,27938.0,1820.0,1,55328.0,0,23.0,5.0,27.7,1,2,486.0,0.0
52.0,0,1,2,0,2,41.0,40342.0,2533.0,5,88918.0,1,10.0,4.0,28.3,2,2,483.0,1.0
46.0,0,2,0,0,3,46.0,31778.0,7254.0,3,69992.5,1,18.0,3.0,27.1,2,2,337.0,1.0
30.0,0,0,2,3,6,43.0,44154.0,4926.0,5,79493.0,0,42.0,4.0,21.0,2,1,589.0,0.0
47.0,1,3,0,1,2,98.0,49367.0,7686.0,5,81808.0,0,42.0,1.0,21.9,1,2,322.0,0.0
23.0,0,0,1,3,2,58.0,38542.0,2246.0,2,69426.0,0,34.0,5.0,27.1,1,0,383.0,0.0
28.0,1,3,1,1,1,93.0,28167.0,4681.0,2,7244.5,0,31.0,5.0,27.1,0,0,728.0,0.0
28.0,0,2,3,0,4,27.0,40395.0,7624.0,2,67082.0,0,9.0,3.0,27.6,0,0,621.0,0.0
21.0,1,2,1,3,4,14.0,10060.0,6227.0,5,54582.0,1,29.0,1.0,37.8,1,1,620.0,0.0
67.0,1,2,0,3,2,83.0,26232.0,2864.0,0,66923.0,0,23.0,1.0,25.7,0,2,777.0,0.0
39.0,1,1,3,2,3,37.0,33268.0,6294.0,4,42466.0,0,22.0,2.0,28.7,0,2,377.0,0.0
51.0,0,3,3,3,4,6.0,33702.0,2063.0,0,51036.0,1,42.0,5.0,26.2,0,1,803.0,0.0
47.0,0,0,2,3,1,53.0,13007.0,2754.0,5,112240.0,1,40.0,1.0,25.1,1,0,611.0,0.0
22.0,0,0,0,2,4,16.0,37876.0,7957.0,3,36471.0,1,37.0,4.0,25.8,2,1,792.0,1.0
48.0,1,1,3,0,3,22.0,24497.0,9840.0,5,41311.0,0,9.0,4.0,14.299999999999995,0,1,589.0,0.0
45.0,1,2,1,2,4,40.0,31767.0,220.0,2,42981.0,0,35.0,1.0,23.6,0,1,805.0,0.0
48.0,1,3,1,2,5,91.0,38443.0,3625.0,5,67885.0,1,2.0,5.0,27.8,0,0,321.0,0.0
40.0,0,0,1,1,1,91.0,9969.0,7977.0,1,40429.0,1,5.0,5.0,25.5,0,1,701.0,0.0
20.0,0,2,3,0,6,12.0,34758.0,6686.0,4,31661.0,1,37.0,4.0,29.7,1,1,846.0,1.0
52.0,0,3,3,0,3,53.0,4732.0,4011.0,5,84795.0,0,29.0,5.0,32.4,2,2,301.0,0.0
38.0,1,3,0,2,6,99.0,43902.0,2205.0,0,48862.0,0,11.0,5.0,22.2,0,0,503.0,0.0
38.0,0,0,1,0,6,94.0,1696.0,6982.0,4,76964.0,1,25.0,5.0,30.5,2,0,765.0,1.0
27.0,0,3,3,1,2,23.0,19205.0,43.0,1,68720.0,1,28.0,3.0,22.5,0,1,310.0,0.0
29.0,0,0,0,0,3,22.0,38339.0,4103.0,4,99835.0,1,16.0,1.0,28.2,2,2,583.0,1.0
44.0,1,1,0,3,5,18.0,35856.0,6657.0,2,42022.0,0,38.0,1.0,18.9,0,2,665.0,1.0
54.0,0,3,0,3,3,94.0,30442.0,5869.0,0,69992.5,1,18.0,2.0,22.7,0,1,430.0,1.0
29.0,0,3,3,2,3,8.0,27353.0,3639.0,5,71234.0,1,21.0,4.0,35.6,0,1,810.0,0.0
40.0,1,3,0,3,0,40.0,40854.0,1391.0,5,69992.5,1,28.0,5.0,22.2,2,2,464.0,0.0
39.0,0,2,3,3,1,83.0,26646.0,6429.0,2,23458.0,1,4.0,2.0,29.1,2,2,717.0,0.0
40.0,0,3,2,3,0,44.0,37037.0,5638.0,5,63342.0,0,37.0,3.0,29.5,2,2,547.0,0.0
40.0,0,0,3,1,2,45.0,25085.0,8133.0,3,59441.0,0,15.0,1.0,18.2,1,0,510.0,1.0
32.0,1,1,2,1,4,67.0,30403.0,2116.0,1,97580.0,1,12.0,2.0,14.299999999999995,1,2,344.0,1.0
43.0,1,2,0,1,3,5.0,25581.0,560.0,5,82926.0,1,21.0,3.0,30.5,2,2,614.0,0.0
45.0,0,2,2,2,2,38.0,21252.0,6472.0,2,76728.0,1,3.0,3.0,25.5,0,0,749.0,1.0
30.0,1,3,1,3,5,53.0,38116.0,9785.0,4,87712.0,1,43.0,1.0,30.4,2,0,773.0,0.0
52.0,1,3,3,3,2,51.0,38811.0,4088.0,3,65974.0,0,18.0,5.0,30.8,1,1,354.0,1.0
54.0,1,2,0,3,4,47.0,47945.0,7926.0,5,78550.0,0,16.0,5.0,30.7,2,2,749.0,1.0
61.0,0,0,2,0,1,96.0,14403.0,8035.0,5,92856.0,0,13.0,3.0,23.7,1,0,681.0,1.0
55.0,1,3,3,1,2,76.0,20338.0,9846.0,2,89993.0,0,42.0,2.0,28.8,0,0,755.0,0.0
21.0,1,3,3,3,2,62.0,20948.0,8089.0,5,133984.5,0,6.0,4.0,25.6,2,1,599.0,0.0
31.0,0,0,1,0,1,78.0,19245.0,7119.0,5,71482.0,1,2.0,5.0,22.8,2,0,427.0,0.0
64.0,1,1,0,2,3,22.0,13665.0,3941.0,5,93327.0,0,34.0,1.0,30.8,1,0,752.0,0.0
54.0,1,2,3,3,4,55.0,26281.0,1133.0,4,63048.0,1,35.0,1.0,23.6,2,1,453.0,0.0
25.0,1,2,2,0,5,19.0,26674.0,3202.0,5,105135.0,0,15.0,5.0,31.5,0,1,747.0,0.0
51.0,2,1,1,1,6,58.0,45011.0,9308.0,1,51536.0,0,19.0,3.0,25.6,0,2,490.0,0.0
19.0,1,1,0,3,4,44.0,13979.0,1041.0,5,69583.0,1,11.0,3.0,29.7,0,2,423.0,1.0
25.0,0,1,0,0,1,81.0,4329.0,91.0,0,69992.5,0,39.0,5.0,28.9,0,0,545.0,1.0
42.0,1,3,1,1,4,72.0,5084.0,6039.0,2,7244.5,1,15.0,1.0,32.5,2,1,578.0,0.0
44.0,0,3,2,3,0,7.0,33495.0,6314.0,5,54588.0,0,6.0,3.0,31.6,0,0,765.0,0.0
28.0,1,3,2,0,6,27.0,32445.0,7268.0,0,64601.0,0,12.0,4.0,28.7,2,2,753.0,0.0
34.0,1,1,2,2,0,56.0,2560.0,175.0,3,71379.0,0,15.0,2.0,28.6,2,0,358.0,0.0
47.0,0,1,1,3,6,53.0,13887.0,9608.0,2,24648.0,1,9.0,2.0,22.9,0,1,305.0,0.0
68.0,0,2,1,2,2,31.0,48613.0,3764.0,5,58507.0,0,16.0,3.0,32.2,1,1,521.0,0.0
55.0,1,2,2,3,4,75.0,49465.0,8589.0,4,92316.0,1,7.0,4.0,25.7,2,0,841.0,0.0
