id,age,gender,education,marital_status,workclass,occupation,hours_per_week,capital_gain,capital_loss,native_country,annual_income,loan_status,experience_years,job_satisfaction,bmi,smoking_status,physical_activity,credit_score,disease_risk
832,33,Female,Masters,Widowed,,Sales,36,30916,6429,us,64985.0,approved,8,2,20.3,non-smoker,high,759.0,0
833,49,Male,Bachelors,Divorced,Unemployed,Craft-repair,5,6303,7882,us,unknown,approved,17,4,30.8,occasional,low,682.0,0
834,49,Female,Bachelors,Divorced,Self-Employed,Exec-managerial,8,46214,5476,USA,88885.0,denied,22,5,35.7,non-smoker,medium,803.0,0
835,44,Female,PhD,Married,Unemployed,Machine-op-inspct,13,32438,878,USA,,approved,35,5,24.4,non-smoker,medium,761.0,1
836,32,Male,High School,Divorced,Private,Other-service,5,25947,3378,U.S.,20955.0,denied,14,5,32.1,occasional,medium,382.0,1
837,66,Male,High School,Widowed,Government,Craft-repair,85,36870,6162,Mexico,11592.0,denied,22,3,38.0,smoker,low,795.0,1
838,21,Male,PhD,Divorced,Unemployed,Prof-specialty,87,48232,1477,India,53898.0,approved,1,2,31.8,smoker,medium,749.0,0
839,53,Male,Bachelors,Married,Self-Employed,Exec-managerial,46,36446,489,Canada,36490.0,denied,19,2,32.9,occasional,low,669.0,0
840,42,Female,PhD,Divorced,Government,Machine-op-inspct,40,7468,9507,India,76934.0,denied,15,3,23.2,non-smoker,low,743.0,1
841,32,Female,PhD,Divorced,Private,Machine-op-inspct,19,44098,6590,U.S.,77787.0,denied,36,5,33.3,smoker,low,,0
842,29,Female,High School,Divorced,Private,Other-service,81,8239,6151,Germany,86710.0,approved,10,5,26.6,occasional,medium,548.0,0
843,24,Female,High School,Divorced,Private,Prof-specialty,10,3695,8596,Germany,67768.0,denied,29,2,27.0,occasional,medium,674.0,0
844,53,Male,Bachelors,Married,Government,Craft-repair,47,6371,7349,India,63018.0,approved,34,3,21.2,non-smoker,medium,unknown,1
845,41,Male,High School,Divorced,Self-Employed,Prof-specialty,55,36431,8175,UK,,denied,15,5,17.0,non-smoker,medium,547.0,0
846,23,Male,PhD,Married,Government,Prof-specialty,30,48101,8178,Germany,25205.0,denied,24,2,33.4,occasional,low,538.0,1
847,65,Male,High School,Married,Self-Employed,Prof-specialty,45,11637,3804,Mexico,51217.0,denied,14,3,31.0,smoker,low,645.0,0
848,58,Male,Bachelors,Married,,Prof-specialty,89,48659,5380,U.S.,66284.0,approved,14,3,22.8,non-smoker,low,656.0,0
849,62,Female,PhD,Divorced,Unemployed,Tech-support,35,43860,5686,Mexico,101559.0,denied,2,2,27.5,smoker,low,715.0,1
850,48,Female,Bachelors,Divorced,Self-Employed,Machine-op-inspct,54,45972,5493,us,,approved,19,3,21.7,smoker,low,622.0,1
851,38,Male,High School,Widowed,Government,Machine-op-inspct,9,46732,8338,U.S.,78087.0,denied,29,1,28.4,non-smoker,low,482.0,0
852,28,Male,High School,Widowed,Private,Machine-op-inspct,6,14162,2618,USA,91193.0,approved,13,3,27.5,occasional,low,823.0,0
853,33,Male,PhD,Divorced,Self-Employed,Prof-specialty,73,17642,4499,UK,41329.0,approved,41,5,32.4,smoker,high,752.0,0
854,31,Female,Bachelors,Single,Private,Machine-op-inspct,93,1651,6690,Canada,55025.0,denied,14,4,28.4,occasional,high,314.0,0
855,42,Male,Masters,Divorced,Self-Employed,Sales,27,1387,858,Mexico,87110.0,approved,9,1,42.2,occasional,high,472.0,1
856,31,Female,High School,Widowed,Unemployed,Sales,89,2022,8742,USA,34992.0,denied,9,3,30.2,non-smoker,medium,485.0,0
857,55,Female,PhD,Single,Government,Craft-repair,89,28111,8773,India,77589.0,approved,7,5,35.8,occasional,low,317.0,0
858,35,Male,PhD,Widowed,Unemployed,Prof-specialty,65,22813,2422,India,72199.0,approved,9,4,30.2,smoker,medium,615.0,0
859,31,Male,Bachelors,Widowed,Government,Prof-specialty,10,40821,8733,USA,107066.0,denied,8,3,28.6,smoker,low,327.0,0
860,41,Male,Masters,Divorced,Self-Employed,Exec-managerial,96,44281,2402,Germany,92820.0,approved,29,5,27.7,smoker,high,450.0,0
861,68,Female,High School,Widowed,Unemployed,Other-service,47,12732,5372,,34864.0,approved,24,4,33.9,smoker,high,,0
862,25,Female,PhD,Married,Unemployed,Sales,18,55,339,India,29108.0,approved,42,4,24.9,smoker,low,399.0,0
863,62,Female,Masters,Divorced,Government,,81,25829,1979,us,44765.0,denied,3,5,26.4,occasional,medium,394.0,0
864,42,Female,Bachelors,Widowed,Unemployed,Other-service,55,25919,1310,UK,60425.0,approved,17,1,26.4,smoker,medium,648.0,1
865,51,Male,Masters,Married,,Exec-managerial,84,42579,2774,UK,76433.0,approved,35,2,35.4,smoker,low,529.0,1
866,62,Male,Bachelors,Divorced,Unemployed,Machine-op-inspct,69,15410,7853,India,-606.0,approved,15,3,30.0,non-smoker,high,528.0,0
867,61,Female,Masters,Single,Government,Tech-support,84,30836,8579,Mexico,87298.0,denied,20,3,27.5,non-smoker,medium,454.0,1
868,45,Male,Bachelors,Married,Self-Employed,Sales,68,24413,8999,UK,48077.0,denied,23,1,28.7,occasional,high,379.0,0
869,41,Male,High School,Single,Unemployed,Sales,18,10617,435,India,81319.0,approved,19,5,20.2,occasional,high,640.0,0
870,35,Female,Bachelors,Divorced,Government,,13,40990,1103,India,53850.0,approved,44,4,33.7,smoker,medium,314.0,1
871,51,Male,High School,Divorced,Unemployed,Other-service,56,34299,3478,Mexico,80763.0,denied,42,3,29.6,non-smoker,medium,710.0,0
872,59,Male,PhD,Married,Private,Craft-repair,18,35573,9345,Canada,36733.0,approved,15,2,22.2,occasional,medium,839.0,0
873,20,Male,High School,Married,Unemployed,Sales,21,48293,7330,USA,58624.0,approved,29,2,27.8,smoker,medium,377.0,1
874,29,Male,Bachelors,Widowed,Government,,7,40407,9881,U.S.,19381.0,approved,9,1,30.5,non-smoker,high,671.0,0
875,53,Male,High School,Single,Self-Employed,Craft-repair,82,43082,8410,Germany,60403.0,approved,43,3,29.2,occasional,high,730.0,0
876,22,Male,High School,Married,Self-Employed,Prof-specialty,68,41070,539,Canada,57800.0,approved,28,4,26.0,smoker,high,514.0,1
877,36,Female,Masters,Divorced,Self-Employed,Prof-specialty,57,29574,6879,UK,70992.0,denied,8,3,27.0,smoker,low,664.0,0
878,29,Male,PhD,Married,Government,Exec-managerial,30,35927,1472,us,81206.0,denied,1,4,21.6,non-smoker,high,736.0,0
879,44,Female,High School,Married,Self-Employed,Craft-repair,98,13788,5382,Germany,82203.0,denied,26,1,,smoker,low,381.0,0
880,34,Female,Bachelors,Single,Unemployed,Craft-repair,93,9844,6521,,60809.0,denied,24,3,36.4,smoker,low,631.0,0
881,60,Female,High School,Single,Self-Employed,Craft-repair,23,8013,7661,Mexico,79973.0,denied,24,4,29.3,occasional,low,731.0,0
882,45,Male,Masters,Widowed,Government,Machine-op-inspct,51,32344,2097,Mexico,54746.0,approved,28,3,27.7,non-smoker,high,689.0,0
883,57,Male,High School,Married,Private,Prof-specialty,77,39197,5175,Canada,61196.0,denied,41,3,26.8,non-smoker,low,305.0,0
884,39,Female,PhD,Married,Unemployed,Sales,80,13450,3251,us,,denied,21,4,29.7,smoker,high,588.0,0
885,27,Male,Bachelors,Single,Self-Employed,Tech-support,72,30134,8484,Germany,75379.0,denied,16,4,30.9,non-smoker,low,591.0,0
886,58,Female,Masters,Married,Unemployed,Exec-managerial,74,19577,1437,us,98588.0,denied,4,3,19.1,smoker,medium,640.0,1
887,23,Female,Bachelors,Single,Government,Craft-repair,62,1866,8531,,53703.0,approved,43,4,24.1,non-smoker,high,399.0,0
888,34,Female,PhD,Divorced,Self-Employed,Machine-op-inspct,82,28612,8771,India,unknown,denied,10,4,23.8,non-smoker,medium,621.0,0
889,29,Male,Bachelors,Widowed,Unemployed,Sales,33,49391,6379,India,79202.0,approved,34,2,27.5,occasional,low,,0
890,23,Female,Masters,Divorced,Unemployed,Sales,9,48994,4183,,50067.0,denied,19,5,18.8,non-smoker,low,unknown,0
891,60,Female,PhD,Divorced,Private,Machine-op-inspct,26,9879,9470,Mexico,46977.0,approved,30,2,28.6,smoker,medium,769.0,0
892,39,Female,High School,Widowed,Unemployed,Prof-specialty,28,39293,6046,USA,38649.0,approved,19,3,,occasional,medium,337.0,0
893,67,Male,Masters,Single,Private,Other-service,13,46850,3646,India,49727.0,denied,21,3,32.4,occasional,low,340.0,0
894,33,Male,Masters,Married,Unemployed,Tech-support,75,24757,3435,Germany,69062.0,denied,33,1,,non-smoker,medium,762.0,0
895,21,Female,Masters,Divorced,Unemployed,Tech-support,35,22756,2545,Germany,35480.0,denied,35,3,28.0,smoker,medium,511.0,1
896,42,Male,PhD,Widowed,Self-Employed,Tech-support,40,41754,1069,UK,103866.0,approved,2,2,26.2,occasional,high,773.0,0
897,50,Female,PhD,Married,Government,Prof-specialty,60,48802,9455,Germany,55382.0,denied,17,5,20.8,non-smoker,medium,641.0,0
898,18,Female,Bachelors,Married,Unemployed,Sales,71,28860,7729,India,unknown,denied,17,5,28.6,smoker,high,551.0,0
899,32,Female,High School,Married,Private,Other-service,85,17762,365,India,89714.0,denied,35,2,28.3,smoker,high,327.0,0
900,34,Male,Bachelors,Divorced,Self-Employed,Sales,53,13025,8808,UK,37165.0,approved,8,2,30.6,non-smoker,low,501.0,0
901,60,Female,Masters,Single,,Tech-support,95,10279,1660,us,61678.0,approved,14,1,26.7,smoker,medium,814.0,0
902,36,Female,Masters,Married,Government,Prof-specialty,48,483,757,U.S.,-21818.0,denied,28,3,25.1,occasional,medium,687.0,0
903,67,Female,Bachelors,Single,Unemployed,Machine-op-inspct,80,21346,9065,Mexico,72999.0,denied,16,2,25.2,smoker,medium,,0
904,36,Female,High School,Single,Private,Machine-op-inspct,53,14285,3062,U.S.,,denied,8,5,,smoker,high,347.0,1
905,37,Female,Masters,Divorced,Government,Machine-op-inspct,45,6114,9326,UK,85211.0,approved,8,2,23.7,smoker,medium,625.0,0
906,18,Male,High School,Widowed,Private,Machine-op-inspct,72,40514,6541,UK,95760.0,denied,35,3,28.9,smoker,medium,,0
907,40,Female,PhD,Married,Government,Craft-repair,86,32275,4400,U.S.,116482.0,denied,28,3,23.8,occasional,medium,562.0,0
908,33,Female,Bachelors,Married,Unemployed,,76,43414,2998,India,60234.0,denied,31,1,37.5,non-smoker,low,665.0,1
909,41,Male,PhD,Married,Government,Prof-specialty,30,11034,4057,UK,,denied,16,1,28.0,non-smoker,low,558.0,0
910,37,Female,High School,Divorced,Unemployed,Exec-managerial,6,7238,6343,India,57314.0,approved,12,4,28.3,occasional,medium,503.0,0
911,32,Male,Masters,Married,Self-Employed,Craft-repair,80,10087,2798,India,94601.0,approved,33,5,23.9,smoker,high,549.0,0
912,41,Male,High School,Divorced,Unemployed,,74,34161,4350,Germany,23952.0,approved,32,3,22.5,smoker,low,484.0,0
913,54,Female,Masters,Widowed,Government,Machine-op-inspct,14,20328,4180,UK,100588.0,denied,38,3,19.9,smoker,low,821.0,0
914,58,Male,Bachelors,Widowed,Unemployed,Craft-repair,60,19754,8446,us,96937.0,approved,27,3,27.0,occasional,low,unknown,1
915,50,Male,Masters,Divorced,Government,Craft-repair,388,11283,9199,us,613620.0,denied,34,1,88.5,non-smoker,medium,841.0,0
916,49,Female,PhD,Divorced,Private,Prof-specialty,25,26006,4939,Mexico,,approved,17,2,34.2,smoker,high,783.0,0
917,48,Male,Bachelors,Divorced,Government,Prof-specialty,71,38030,10,,60378.0,denied,31,4,31.4,occasional,high,335.0,0
918,32,Male,PhD,Single,Unemployed,Prof-specialty,77,19119,4033,Canada,43381.0,denied,42,2,24.0,occasional,medium,839.0,0
919,18,Male,Masters,Widowed,Government,Prof-specialty,44,16111,5342,U.S.,,denied,27,4,21.1,occasional,low,385.0,0
920,66,Female,PhD,Single,Government,Prof-specialty,33,38877,4397,us,69547.0,denied,40,4,31.6,occasional,low,708.0,0
921,29,Female,High School,Widowed,Government,Craft-repair,32,15838,9165,India,88228.0,denied,16,3,32.1,smoker,high,404.0,1
922,52,Male,High School,Single,Unemployed,Craft-repair,84,22907,7779,Germany,56822.0,approved,29,5,27.7,smoker,high,849.0,0
923,54,Male,High School,Divorced,Unemployed,Tech-support,55,40593,4736,us,63806.0,denied,10,4,28.3,non-smoker,low,370.0,0
924,65,Male,High School,Married,Self-Employed,,71,9960,87,Canada,78663.0,denied,14,5,26.7,non-smoker,low,643.0,0
925,47,Male,Bachelors,Divorced,Unemployed,Craft-repair,11,23181,5850,UK,74816.0,denied,44,5,21.0,occasional,high,,1
926,43,Female,Bachelors,Divorced,Unemployed,Tech-support,69,33086,8050,India,92529.0,denied,17,3,25.6,smoker,medium,728.0,0
927,28,Male,Bachelors,Married,Government,Craft-repair,40,2422,1821,,28297.0,denied,36,3,25.3,occasional,high,526.0,0
928,49,Female,Masters,Single,Private,Sales,35,12719,9748,USA,87382.0,approved,34,3,33.6,non-smoker,low,782.0,0
929,19,Female,High School,Widowed,Unemployed,Prof-specialty,40,4351,355,U.S.,15652.0,denied,7,3,24.4,occasional,low,367.0,0
930,27,Male,Bachelors,Single,,Machine-op-inspct,53,22917,3003,Mexico,56344.0,denied,42,2,22.5,occasional,medium,551.0,1
931,63,Female,Masters,Divorced,Self-Employed,Craft-repair,30,46843,4927,Mexico,80749.0,approved,29,4,24.3,smoker,low,826.0,0
932,39,Female,Masters,Widowed,Self-Employed,Craft-repair,35,47591,5366,us,59137.0,approved,21,5,23.4,occasional,medium,423.0,0
933,26,Female,Masters,Widowed,Unemployed,Prof-specialty,90,1157,4738,UK,unknown,approved,32,1,28.7,smoker,low,460.0,0
934,47,Female,Bachelors,Widowed,Private,Tech-support,31,16672,7873,Canada,45669.0,denied,4,2,27.8,smoker,low,658.0,1
935,42,Female,PhD,Widowed,Unemployed,Machine-op-inspct,12,19358,984,,70652.0,approved,34,1,26.6,non-smoker,low,598.0,0
936,38,Female,Bachelors,Single,Government,Tech-support,13,37299,7999,,81663.0,approved,22,2,28.1,smoker,medium,309.0,1
937,35,Female,PhD,Single,Government,Prof-specialty,30,30479,4719,UK,75480.0,approved,36,5,34.5,smoker,low,627.0,0
938,37,Male,High School,Divorced,Unemployed,Tech-support,32,8480,9502,Canada,129077.0,approved,10,1,25.2,occasional,medium,659.0,0
939,68,Male,High School,Divorced,Unemployed,Exec-managerial,61,47646,8668,Mexico,51027.0,approved,23,4,26.6,non-smoker,high,732.0,0
940,57,Male,PhD,Divorced,Self-Employed,Craft-repair,57,41837,2891,USA,88982.0,approved,20,3,31.8,smoker,medium,399.0,0
941,33,Male,High School,Married,Government,Sales,82,28159,3513,UK,64362.0,denied,9,1,28.3,smoker,high,500.0,0
942,66,Female,High School,Widowed,Self-Employed,Tech-support,53,17461,7178,us,72799.0,approved,22,3,36.2,smoker,low,746.0,1
943,56,Male,Masters,Divorced,Unemployed,Sales,83,38481,646,USA,98485.0,denied,40,4,27.0,non-smoker,medium,629.0,0
944,52,Male,High School,Widowed,Private,Sales,77,19385,2499,Canada,100091.0,approved,15,1,33.3,smoker,high,736.0,1
945,46,Male,High School,Divorced,Government,Machine-op-inspct,77,25657,7373,Mexico,81206.0,approved,16,3,22.9,smoker,low,807.0,1
946,63,Female,PhD,Widowed,Self-Employed,Sales,94,24248,30,us,109825.0,denied,8,5,22.8,non-smoker,medium,381.0,1
947,47,Male,Bachelors,Single,Unemployed,Sales,88,6921,1817,UK,120052.0,denied,36,4,30.9,smoker,medium,519.0,0
948,69,Female,PhD,Divorced,Self-Employed,Tech-support,63,36334,6165,India,49829.0,approved,16,2,30.4,occasional,medium,553.0,0
949,65,Female,PhD,Divorced,Private,Prof-specialty,61,16908,1114,us,,denied,35,3,23.2,smoker,high,526.0,0
950,20,Male,Bachelors,Widowed,Private,Other-service,50,1113,4240,UK,50574.0,approved,26,1,32.1,occasional,medium,314.0,0
951,49,Male,Masters,Single,Private,Machine-op-inspct,57,38293,4295,U.S.,70081.0,denied,5,1,,non-smoker,high,575.0,0
952,31,Female,High School,Single,Self-Employed,,68,11979,4206,us,84972.0,denied,20,2,26.3,occasional,medium,719.0,1
953,43,Male,PhD,Widowed,Private,Tech-support,64,24586,1215,India,54223.0,approved,18,4,22.6,non-smoker,high,420.0,0
954,22,Female,PhD,Single,Unemployed,Tech-support,65,15585,5614,,56017.0,approved,9,1,18.0,non-smoker,high,450.0,1
955,45,Female,Bachelors,Single,Government,Craft-repair,9,48317,54,,83556.0,approved,17,1,20.6,non-smoker,low,496.0,0
956,25,Female,Bachelors,Divorced,Government,Machine-op-inspct,37,30812,7657,Germany,77565.0,denied,21,5,,occasional,medium,797.0,0
957,62,Female,Masters,Divorced,Private,Tech-support,75,22690,8270,us,85203.0,denied,14,4,24.3,smoker,medium,unknown,0
958,65,Male,PhD,Married,Self-Employed,Machine-op-inspct,69,21929,1623,Germany,96730.0,approved,12,1,35.6,smoker,high,501.0,0
959,50,Female,High School,Divorced,Government,Other-service,59,37220,4767,Canada,74361.0,approved,20,5,23.0,smoker,medium,303.0,1
960,53,Other,PhD,Married,Unemployed,Machine-op-inspct,26,34734,730,Mexico,73528.0,approved,14,1,27.9,smoker,high,613.0,1
961,30,Female,Masters,Divorced,Government,Craft-repair,62,23856,4425,,40076.0,denied,14,5,31.0,smoker,medium,629.0,0
962,37,Male,PhD,Widowed,Self-Employed,Prof-specialty,97,30120,5283,Canada,88992.0,approved,23,1,23.0,occasional,low,750.0,1
963,35,Male,Bachelors,Divorced,Government,Craft-repair,98,13272,5866,UK,76803.0,denied,16,2,30.7,non-smoker,medium,705.0,0
964,68,Female,High School,Single,Government,,59,36824,709,USA,95331.0,denied,22,3,33.2,smoker,medium,693.0,0
965,67,Male,High School,Widowed,Self-Employed,Exec-managerial,37,24448,3401,USA,8450.0,denied,24,4,21.3,non-smoker,medium,unknown,0
966,37,Female,High School,Divorced,Unemployed,Craft-repair,49,29169,5945,Germany,73358.0,denied,0,5,32.3,smoker,high,433.0,0
967,60,Female,Bachelors,Widowed,Private,Machine-op-inspct,75,2823,4726,Germany,157985.0,approved,42,5,19.9,smoker,low,331.0,0
968,50,Female,High School,Widowed,Unemployed,Sales,54,29087,505,Germany,41938.0,denied,13,5,26.0,smoker,medium,531.0,1
969,38,Female,Masters,Married,Unemployed,Sales,77,19917,3715,U.S.,24682.0,denied,37,4,33.2,non-smoker,high,349.0,0
970,63,Male,PhD,Single,Self-Employed,Exec-managerial,36,24657,7277,Mexico,74318.0,approved,19,5,25.7,occasional,low,609.0,1
971,41,Female,Masters,Single,Unemployed,Machine-op-inspct,88,26679,7921,Canada,57491.0,denied,26,3,30.6,occasional,low,684.0,0
972,45,Female,Bachelors,Widowed,Government,Craft-repair,36,6990,8341,Canada,,denied,25,3,26.2,non-smoker,high,649.0,1
973,22,Female,PhD,Single,Unemployed,,31,7022,6727,us,43237.0,approved,41,4,23.2,occasional,high,626.0,0
974,47,Male,Masters,Single,Government,Sales,15,26673,6649,Canada,52461.0,approved,0,4,36.0,occasional,high,554.0,0
975,60,Female,High School,Divorced,Self-Employed,Other-service,6,13272,9296,Mexico,89316.0,denied,4,3,27.9,occasional,high,617.0,1
976,41,Male,Masters,Widowed,Self-Employed,Tech-support,19,38267,1695,Mexico,106278.0,denied,23,3,23.5,occasional,low,775.0,1
977,56,Male,Masters,Widowed,Private,Exec-managerial,84,24195,8473,UK,76127.0,denied,1,1,32.2,smoker,medium,359.0,0
978,31,Male,PhD,Divorced,Self-Employed,Exec-managerial,59,15000,2825,us,,denied,38,2,17.7,non-smoker,high,463.0,1
979,53,Male,High School,Widowed,Private,Exec-managerial,96,2832,9832,USA,102833.0,denied,16,2,26.3,non-smoker,high,463.0,0
980,53,Male,High School,Married,Private,Exec-managerial,44,21580,691,Germany,37153.0,approved,20,3,32.5,occasional,medium,703.0,1
981,43,Female,PhD,Widowed,Unemployed,Other-service,52,35020,3553,Canada,59116.0,denied,22,3,34.2,non-smoker,medium,685.0,1
982,30,Female,Masters,Divorced,Self-Employed,Exec-managerial,24,15130,627,us,57269.0,approved,4,3,27.4,occasional,medium,670.0,0
983,57,Male,Bachelors,Married,Government,Exec-managerial,56,35285,4869,UK,76326.0,denied,37,1,20.3,occasional,medium,413.0,0
984,38,Female,Bachelors,Widowed,Self-Employed,Sales,11,49305,9556,Germany,87237.0,approved,29,1,23.5,smoker,high,,0
985,43,Male,High School,Divorced,Unemployed,Prof-specialty,48,33333,352,Canada,61349.0,approved,41,5,27.1,occasional,low,411.0,1
986,51,Male,Bachelors,Single,Government,Prof-specialty,19,30483,5369,U.S.,123516.0,denied,24,3,30.2,non-smoker,low,563.0,0
987,57,Female,High School,Married,Government,Craft-repair,36,21938,4364,Germany,33726.0,approved,16,1,28.1,non-smoker,medium,589.0,0
988,31,Female,PhD,Divorced,Unemployed,Tech-support,68,25838,5822,us,92207.0,denied,43,4,17.0,occasional,low,366.0,0
989,38,Male,PhD,Married,Private,Craft-repair,81,12491,890,UK,38851.0,approved,24,4,29.5,smoker,high,686.0,1
990,60,Other,High School,Widowed,Self-Employed,Prof-specialty,80,39157,7385,UK,85283.0,denied,0,4,33.1,occasional,high,777.0,0
991,66,Male,PhD,Married,Unemployed,Other-service,54,9845,2126,Canada,79351.0,approved,12,5,25.5,occasional,low,774.0,0
992,64,Male,Masters,Single,Private,Other-service,21,39322,8729,USA,89319.0,approved,4,5,25.5,non-smoker,low,536.0,0
993,67,Male,Bachelors,Single,Unemployed,Sales,60,5888,9484,us,48078.0,denied,31,5,25.3,non-smoker,high,,1
994,36,Female,High School,Married,Private,Other-service,56,40439,3399,USA,27580.0,denied,5,5,24.0,non-smoker,medium,844.0,0
995,29,Female,Masters,Married,Government,,91,36980,2467,Canada,57669.0,approved,43,5,,occasional,high,300.0,0
996,53,Female,High School,Married,Government,Tech-support,34,48187,6613,Canada,91407.0,approved,19,1,25.2,smoker,medium,572.0,1
997,47,Female,Bachelors,Married,Unemployed,Prof-specialty,35,6914,4979,USA,103005.0,denied,7,2,27.8,occasional,low,,0
998,61,Female,PhD,Widowed,Unemployed,Exec-managerial,78,16352,4440,Germany,61498.0,denied,1,1,29.3,non-smoker,low,332.0,0
999,50,Male,High School,Widowed,Self-Employed,Tech-support,26,12781,5841,India,69634.0,denied,4,2,19.4,occasional,medium,671.0,1
1000,61,Male,Bachelors,Married,Private,Other-service,51,42184,2235,India,94446.0,approved,4,5,27.3,smoker,medium,546.0,1
1001,40,Male,Masters,Widowed,Unemployed,Prof-specialty,77,12678,1610,Germany,87595.0,approved,11,4,28.7,smoker,low,735.0,0
1002,58,Male,Masters,Divorced,Government,Sales,40,41485,2582,Germany,70603.0,denied,38,2,20.0,occasional,high,324.0,0
1003,30,Female,Masters,Married,Unemployed,Prof-specialty,94,25038,9245,Canada,60145.0,approved,2,3,23.6,occasional,low,533.0,0
1004,45,Male,Masters,Single,Government,Tech-support,29,44161,3086,Mexico,87195.0,approved,10,4,28.1,non-smoker,medium,650.0,0
1005,45,Male,High School,Married,Private,Prof-specialty,15,9433,5794,USA,83928.0,denied,12,3,,non-smoker,low,313.0,1
1006,36,Female,Bachelors,Divorced,Private,Machine-op-inspct,40,47516,8504,Mexico,64742.0,approved,17,4,27.4,occasional,low,658.0,1
1007,54,Male,Bachelors,Widowed,Unemployed,Tech-support,79,27959,4833,U.S.,,approved,15,4,24.8,occasional,high,341.0,1
1008,48,Male,PhD,Divorced,Self-Employed,Exec-managerial,20,33097,6598,U.S.,101928.0,approved,20,1,32.4,non-smoker,low,838.0,1
1009,67,Female,PhD,Married,Government,Machine-op-inspct,65,24938,9503,Canada,46876.0,denied,8,5,34.6,non-smoker,medium,807.0,0
1010,59,Male,High School,Divorced,Self-Employed,Craft-repair,67,16738,2171,UK,68648.0,denied,28,2,25.8,smoker,low,845.0,1
1011,56,Male,Bachelors,Widowed,Unemployed,Exec-managerial,88,36055,7014,U.S.,84299.0,denied,33,3,27.7,smoker,high,329.0,0
1012,34,Male,Masters,Single,Self-Employed,Other-service,49,34144,887,India,50454.0,denied,15,4,34.3,smoker,high,707.0,0
1013,45,Female,High School,Widowed,Government,Prof-specialty,77,21327,4605,Canada,91113.0,denied,11,2,23.6,non-smoker,low,337.0,0
1014,21,Female,PhD,Single,,Other-service,52,15944,4288,USA,86355.0,approved,43,5,33.3,non-smoker,low,449.0,0
1015,23,Male,PhD,Single,Self-Employed,Craft-repair,86,29696,4199,Canada,57849.0,approved,37,4,28.5,smoker,high,648.0,0
1016,36,Female,High School,Single,Unemployed,Prof-specialty,74,36215,7940,us,65698.0,approved,6,4,,smoker,medium,515.0,1
1017,40,Female,Masters,Divorced,Unemployed,Other-service,64,23263,7938,India,77847.0,denied,10,4,,non-smoker,high,752.0,0
1018,57,Male,Bachelors,Married,Private,Tech-support,16,3,4940,,80118.0,approved,12,2,28.8,smoker,high,497.0,1
1019,62,Female,High School,Married,Government,Other-service,94,45314,2482,Canada,114944.0,approved,35,2,24.0,occasional,high,785.0,0
1020,59,Male,Bachelors,Widowed,Government,Exec-managerial,92,5452,9672,India,59694.0,denied,9,2,16.3,smoker,medium,603.0,1
1021,23,Female,Bachelors,Divorced,Government,,26,17696,6713,Germany,143880.0,approved,34,3,30.7,non-smoker,high,481.0,1
1022,41,Male,High School,Widowed,Private,Craft-repair,8,14107,1109,us,100102.0,approved,4,5,19.3,non-smoker,high,370.0,0
1023,39,Female,High School,Divorced,Self-Employed,Tech-support,69,730,1187,Canada,70915.0,denied,32,1,,occasional,low,578.0,1
1024,38,Male,Bachelors,Divorced,Self-Employed,Other-service,22,17225,6005,UK,71854.0,denied,27,2,36.1,non-smoker,high,,0
1025,31,Male,High School,Single,Self-Employed,Craft-repair,63,35768,4258,Canada,102721.0,denied,1,2,30.8,occasional,medium,709.0,1
1026,41,Female,Bachelors,Divorced,Unemployed,Prof-specialty,94,46517,685,U.S.,77316.0,denied,43,1,20.9,non-smoker,low,799.0,1
1027,42,Female,High School,Single,Unemployed,Prof-specialty,54,23387,9762,USA,68239.0,approved,10,5,21.9,non-smoker,high,515.0,0
1028,34,Other,High School,Married,Unemployed,Machine-op-inspct,57,25898,2779,Mexico,72040.0,approved,32,1,31.3,occasional,high,696.0,0
1029,68,Male,PhD,Divorced,Unemployed,,67,1657,4195,India,50075.0,denied,31,4,26.1,smoker,high,439.0,1
1030,63,Female,PhD,Widowed,Government,Machine-op-inspct,24,23284,7135,Mexico,90320.0,approved,3,2,33.0,occasional,high,616.0,1
1031,52,Female,Bachelors,Widowed,Private,Craft-repair,14,28878,4278,U.S.,99974.0,approved,8,2,20.2,occasional,low,476.0,1
1032,34,Female,High School,Divorced,Unemployed,Exec-managerial,57,113,8912,U.S.,29112.0,approved,16,5,37.3,occasional,high,763.0,0
1033,45,Female,High School,Married,Private,Sales,17,14028,9348,,83684.0,denied,11,4,25.5,smoker,medium,745.0,1
1034,19,Female,Masters,Married,Private,Craft-repair,72,13969,6509,India,51596.0,denied,28,4,32.0,occasional,high,345.0,0
1035,51,Male,High School,Divorced,Unemployed,Exec-managerial,23,28967,4467,UK,110573.0,denied,21,1,26.4,non-smoker,low,593.0,1
1036,18,Male,Bachelors,Widowed,Unemployed,Craft-repair,28,45486,2002,India,101863.0,approved,3,2,22.4,non-smoker,low,774.0,0
1037,64,Male,Bachelors,Single,Government,Sales,64,19620,1844,UK,91640.0,approved,15,1,32.4,smoker,high,671.0,0
1038,20,Female,PhD,Widowed,Government,Exec-managerial,21,8055,1749,Germany,,approved,25,1,17.9,occasional,high,524.0,0
1039,39,Female,Bachelors,Widowed,Private,Tech-support,49,26516,7288,Mexico,70031.0,approved,13,2,28.4,non-smoker,low,455.0,1
1040,59,Female,Masters,Married,Private,Prof-specialty,35,21567,1900,Canada,67305.0,approved,19,2,18.9,non-smoker,medium,444.0,0
